"Codigo"|"Estado"|"Cod. Proveedor"|"Proveedor"|"Nombre"|"Descripcion"|"Marca"|"Precio final"|"Precio super"|"Stock"
"TIE00072"|"oculto"|"100"|"Oh Pacha!"|"Vicuña Pomponera- 18 cm x 10 cm x 5 cm."|"CONTIENE: Figura precortada en fibra de madera de mediana densidad (mdf). Hilo de algodón / lana (según edición). Herramienta para hacer mini-pompones e instrucciones. FINALIDAD: Estimula la motricidad fina. DIFICULTAD: media. FUNDAMENTO: Las vicuñas son una especie protegida en Argentina y algunos paises de Latinoamérica, donde hace varios años estaba en peligro de extinción. En la actualidad se utiliza un método llamado CHACCU, vocablo quechua que significa captura de vicuñas. Es un método antiguo que permite aprovechar la fibra de vicuña sin alterar su población, comportamiento y capacidad de reproducción. Recomendado: + 4 años"|"Oh Pacha!"|"0.0"|"0.0"|""
"TIE00073"|"oculto"|"100"|"Oh Pacha!"|"Manta Cuco!: Pombero"|"Escondido detrás de esta manta, te convertirás en un duende muy temido por su silbido y sus poderes mágicos.. si te los presta te podés hacer invisible!! Manta confeccionada en tela de algodón serigrafiado con diferentes estampas de seres mitológicos para que el bebé juegue a esconderse y aparecer. El cuco es juego de estimulación temprana es una contribución importante en la formación del vínculo entre el bebé y su entorno. MATERIAL: jersey de algodón 100% impresa a mano en serigrafia 1 color con tintas al agua. DIMENSIONES: 70x70cm. COLOR: verde claro. Recomendado: + de 6 meses."|"Oh Pacha!"|"0.0"|"0.0"|""
"TIE00074"|"oculto"|"101"|"Pájaro Loco Juguetes de madera"|"Pirámide de apilados (cuadradas, redondas o hexagonales)"|"Pájaro Loco Juguetes"|"Pájaro Loco Juguetes de madera"|"0.0"|"0.0"|""
"TIE00075"|"oculto"|"102"|"Giuseppe Juguetes"|"Tren desarmable"|"Madera, 35cm, tres módulos. 12 piezas con los colores primarios. Apilado, motricidad fina, arrastre. 0 a 8 años- Giuseppe Juguetes"|"Giuseppe Juguetes"|"0.0"|"0.0"|"3"
"TIE00076"|"oculto"|"102"|"Giuseppe Juguetes"|"Erizo de arrastre."|"0 a 4 años - Giuseppe Juguetes"|"Giuseppe Juguetes"|"0.0"|"0.0"|"3"
"TIE00077"|"oculto"|"102"|"Giuseppe Juguetes"|"Pingüino Arrastre"|"Ruedas con patitas de goma y palo de empujar. Ideal para los que dan los primeros pasos. 1 a 6 años - Giuseppe Juguetes"|"Giuseppe Juguetes"|"0.0"|"0.0"|"3"
"TIE00078"|"oculto"|"103"|"Don Fulgencio Juguetes Artesanales"|"Tangram"|"Juego didáctico para jugar con formas geométricas. Incluye hoja de actividades con soluciones- Don Fulgencio"|"Don Fulgencio Juguetes Artesanales"|"0.0"|"0.0"|""
"TIE00079"|"oculto"|"103"|"Don Fulgencio Juguetes Artesanales"|"Juego de pesca magnético"|"Tablero 15 x 20 cm. 10 piezas con formas y colores variados.Con 2 cañas - Don Fulgencio Juguetes Artesanales"|"Don Fulgencio Juguetes Artesanales"|"0.0"|"0.0"|""
"TIE00080"|"oculto"|"82"|"Kuarahy"|"Kit Masas recreativas: Colores Primarios"|"Pote 3 colores: Amarillo, Rojo y Azul + 1 cortante. Aroma: Lavanda. Peso: 150gr."|"Kuarahy"|"0.0"|"0.0"|""
"TIE00081"|"oculto"|"82"|"Kuarahy"|"Kit Masas recreativas: Colores Pastel"|"Pote 3 colores: Verde, Naranja y Violeta + 1 cortante. Aroma: Cedrón. Peso: 150gr."|"Kuarahy"|"0.0"|"0.0"|""
"ALM36043"|"oculto"|"65"|"Artemio"|"Vino Malbec"|""|"Elementos"|"117.91"|"157.19"|""
"ALM25065"|"oculto"|"12"|"Tyna"|"Galletitas dulces c/ papaya avena banana y naranja 250 g"|""|"Frutigran Granix"|"48.14"|"62.06"|""
"FYV10057"|"oculto"|"85"|"MAI FYV"|"Bandeja de arándanos x 125gr."|""|"Misión Verde"|"0.0"|"49.9"|""
"FYV10058"|"oculto"|"85"|"MAI FYV"|"Mango x 2u."|""|"Misión Verde"|"70.0"|"0.0"|""
"FYV10059"|"oculto"|"85"|"MAI FYV"|"Manzanas rojas segunda seleccion x 2 kilos"|""|"MAI FYV"|"0.0"|"0.0"|""
"TIE00082"|"oculto"|"103"|"Don Fulgencio Juguetes Artesanales"|"TA TE TI- 7 X 7 Cm"|"Don Fulgencio- Incluye instrucciones"|"Don Fulgencio Juguetes Artesanales"|"0.0"|"0.0"|""
"TIE00083"|"oculto"|"104"|"Al Divino Botón"|"Par de aros pintados a mano- Varios modelos"|""|"Al Divino Botón"|"0.0"|"0.0"|"6"
"TIE00084"|"oculto"|"104"|"Al Divino Botón"|"Mate de madera pintado a mano- Varios modelos"|""|"Al Divino Botón"|"0.0"|"0.0"|""
"FRE10031"|"oculto"|"98"|"Pescadería Pez Pollo"|"Merluza 1 k"|"Freezado"|"Pescadería Pez Pollo"|"187.95"|"0.0"|""
"TIE00090"|"oculto"|"101"|"Pájaro Loco Juguetes de madera"|"Gusanito"|"Pájaro Loco Juguetes"|"Pájaro Loco Juguetes de madera"|"0.0"|"0.0"|""
"TIE00091"|"oculto"|"102"|"Giuseppe Juguetes"|"Helicóptero"|"Giuseppe Juguetes"|"Giuseppe Juguetes"|"0.0"|"0.0"|""
"TIE00092"|"oculto"|"1"|"Genérico"|"Pato de Arrastre con palo"|"Giuseppe Juguetes"|"Genérico"|"0.0"|"0.0"|"3"
"ALM20026"|"oculto"|"109"|"Productos de la Chacra"|"Yerba 100% orgánica 500 g"|"Libre de todo quimico, cosechada a mano y secada en hornos de leña (metodo Barbacuá)"|"Productos de la Chacra"|"0.0"|"0.0"|""
"TIE00094"|"oculto"|"103"|"Don Fulgencio Juguetes Artesanales"|"Pizarra de madera"|""|"Don Fulgencio"|"90.0"|"0.0"|""
"TIE00095"|"oculto"|"104"|"Al Divino Botón"|"Llavero pintado a mano"|"Modelos varios"|"Al Divino Botón"|"29.99"|"0.0"|""
"TIE00096"|"oculto"|"104"|"Al Divino Botón"|"1 colita para el pelo pintadas a mano"|""|"Al Divino Botón"|"0.0"|"0.0"|""
"ALM20027"|"oculto"|"9"|"Poroto Santto"|"Quinoa 500 g"|"Proviene de Yavi, Jujuy"|"Poroto Santto"|"132.0"|"0.0"|""
"ALM2013"|"oculto"|"106"|"Corazón de Maní"|"Bocadito de maní, avena, miel y chocolate"|""|"Corazón de Maní"|"0.0"|"22.0"|""
"ALM25042"|"activo"|"43"|"Crowie"|"Barrita de arroz con baño Limón 6 u"|""|"Crowie"|"65.86"|"90.0"|""
"FRE06027"|"activo"|"95"|"PRANA Alimentos Naturales"|"Medallones de lenteja y arveja 4 u"|"paq. 4 unidades x 90 g . Sin Harina"|"PRANA"|"69.3"|"80.0"|""
"FYV1236"|"oculto"|"105"|"Quiero Verde Soldini"|"Bolsón con verduras agroecológicas- 2"|"Acelga, remolacha, espinaca, puerro"|"Quiero Verde Soldini"|"0.0"|"0.0"|""
"FRE10032"|"oculto"|"98"|"Pescadería Pez Pollo"|"Bandeja de rabas freezadas 500 g"|""|"Pescadería Pez Pollo"|"198.9"|"0.0"|""
"ALM14026"|"oculto"|"110"|"Lobito Cambá"|"Pasta de aceitunas verdes x 150 gr"|""|"Lobito Cambá"|"63.6"|"0.0"|""
"ALM14027"|"oculto"|"110"|"Lobito Cambá"|"Pasta de aceitunas negras x 150 gr"|""|"Lobito Cambá"|"63.6"|"0.0"|""
"ALM39008"|"oculto"|"111"|"Milkaut"|"Leche en polvo entera 800 g"|""|"Milkaut"|"120.75"|"0.0"|""
"FRE14051"|"oculto"|"111"|"Milkaut"|"Manteca pan 200 g"|""|"Milkaut"|"45.55"|"0.0"|""
"FRE14052"|"activo"|"111"|"Milkaut"|"Queso untable azul 190 g"|""|"Milkaut"|"54.43"|"74.95"|""
"ALM39011"|"oculto"|"111"|"Milkaut"|"Leche en polvo descremada 800 g"|""|"Milkaut"|"0.0"|"0.0"|""
"FRE14053"|"activo"|"111"|"Milkaut"|"Queso untable clásico 190 g"|""|"Milkaut"|"54.43"|"75.42"|""
"TIE00085"|"oculto"|"91"|"Kokedamas Zulema"|"Kokedama de Kalanchoe"|"Exterio , poco riego, rústico, flotación primavera - verano , perenne."|"Kokedamas Zulema"|"0.0"|"0.0"|"10"
"TIE00086"|"oculto"|"90"|"Botanik Objetos"|"Almohadita Passiflora"|"medida 40 x 20 cm/ tela verde agua con estampa en azul/ rellena con vellón/ con cierre para desmontar funda- Botanik Objetos"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00087"|"oculto"|"90"|"Botanik Objetos"|"Almohadita Ceiba speciosa"|"medida 40 x 20 cm/ tela crudo con estampa en coral y negro/ rellena con vellón/ con cierre para desmontar funda"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00088"|"oculto"|"88"|"Coplitas"|"Farolito portátil- Color crudo"|"15 cm de ancho y 40 cm de largo total. Con dos metros de cable, portalámpara y enchufe. Facebook: @Coplitas"|"Coplitas"|"210.0"|"0.0"|""
"TIE00093"|"oculto"|"88"|"Coplitas"|"Farolito portátil - Arcoiris"|"16 cm de ancho y 40 cm de largo total. Con dos metros de cable, portalámpara y enchufe.Facebook: @Coplitas"|"Coplitas"|"210.0"|"0.0"|""
"FYV10060"|"oculto"|"85"|"MAI FYV"|"Atado Apio"|""|"MAI FYV"|"0.0"|"0.0"|""
"FYV10061"|"oculto"|"1"|"Genérico"|"Papa agroecológica x 1kg"|"Productores de Córdoba"|"Genérico"|"0.0"|"0.0"|""
"HIP50024"|"oculto"|"39"|"Selvamor"|"Set Autocuidado Selvamor"|"Champú y crema de enjuague floral x 125cc (calendula, manzanilla, lavanda, rosa, palmarrosa y jazmin) + Crema dental antiséptica 30cc + Desodorante natural 30cc + Crema floral para rostro, manos y cuerpo 30cc"|"Selvamor"|"0.0"|"0.0"|""
"TIE00100"|"oculto"|"78"|"Sello El Qubil"|"CD Ovnitorrincos- Porque es de noche"|"Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"150.0"|""
"HIP50017"|"activo"|"4"|"Distribuidora Parodi"|"Prestobarba 3 1 u"|""|"Gillette"|"58.76"|"70.0"|""
"FYV10062"|"oculto"|"85"|"MAI FYV"|"Ananá x 1u."|"Piña ecuatoriana"|"Misión Verde"|"0.0"|"39.9"|""
"ALM20028"|"oculto"|"71"|"Coco Eco"|"1 birra Ipa de 1000cm3 + 2 pizzetas"|"Coco Eco+Movimiento Cajonardi"|"Productores Asociados"|"0.0"|"0.0"|""
"FYV10012"|"oculto"|"85"|"MAI FYV"|"Espinaca"|"1 atado"|"Misión Verde"|"0.0"|"0.0"|""
"TIE00120"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 12: Pizarrón y Tiza"|"Para escribir y borrar, con tiza de regalo! Barnizadas para exterior o interior. Altura:12cm. Diámetro:12cm. Más modelos, pedidos, diseños personalizados en Facebook: @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"CAN02019"|"activo"|"85"|"MAI FYV"|"Canasta de frutas grande (6 productos)"|"Banana 1 kilo Limon 1/2 kilo Manzana 1 kilo Naranja 1 kilo Mandarina 1 kilo Pera 1 kilo"|"Misión Verde"|"183.29"|"227.15"|""
"FYV02024"|"oculto"|"85"|"MAI FYV"|"Rabanitos"|"1 atado"|"Misión Verde"|"0.0"|"0.0"|""
"FYV02025"|"oculto"|"85"|"MAI FYV"|"Espárragos"|"1 atado"|"Misión Verde"|"0.0"|"54.99"|""
"FYV02026"|"oculto"|"85"|"MAI FYV"|"Brócoli morado"|"1 planta"|"Misión Verde"|"0.0"|"0.0"|""
"HIP01025"|"oculto"|"21"|"Cooperativa Prunelle"|"Baño de Crema x 265gr"|"Cooperativa Prunelle"|"Cooperativa Prunelle"|"0.0"|"0.0"|""
"ALM39012"|"activo"|"55"|"Movimiento Cajonardi"|"Cerveza Roja artesanal 1 L"|"Movimiento Cajonardi. Envase retornable"|"Del Llano"|"121.0"|"0.0"|""
"TIE00125"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Carucha"|"¡Lo imposible sólo tarda un poco más! Barnizadas para exterior o interior. Altura:13cm. Diámetro:14cm. Facebook: @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"FYV02027"|"oculto"|"85"|"MAI FYV"|"Jugo de arándanos y chia 500ml."|""|"Misión Verde"|"0.0"|"58.85"|""
"ALM25066"|"oculto"|"12"|"Tyna"|"Galletitas dulces c/ sesamo girasol y amaranto 250 g"|""|"Frutigran Granix"|"29.9"|"53.52"|""
"TIE00097"|"oculto"|"1"|"Genérico"|"Cartera mandalas de colores"|"Producida por Sandra de Aquelarre Accesorios- Impulsar"|"Genérico"|"0.0"|"0.0"|"3"
"TIE00098"|"oculto"|"1"|"Genérico"|"Almohadilla de arroz para dolores musculares 500g. (varios modelos)"|"Para heladera y microondas- Producidas por Sandra de Aquelarre Accesorios- Impulsar"|"Genérico"|"0.0"|"0.0"|""
"TIE00099"|"oculto"|"90"|"Botanik Objetos"|"Lona playera Ceiba Spaciosa"|"Medida 1 x 1,5 m"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00101"|"oculto"|"90"|"Botanik Objetos"|"Bolso con bolsillos- Estampa exclusiva Palo Borracho"|"Color crudo con estampa en coral y negro"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00102"|"oculto"|"104"|"Al Divino Botón"|"Cajita de TE"|"Pintada a mano. Medidas: 25 Cm x 10 Cm"|"Al Divino Botón"|"0.0"|"0.0"|""
"TIE00103"|"oculto"|"1"|"Genérico"|"Juego de pala, atizador y pinza para la parrilla"|""|"Que viva el asado!"|"0.0"|"0.0"|""
"TIE00104"|"oculto"|"1"|"Genérico"|"Juego de pala, atizador y cunita para la parrilla"|""|"Que viva el asado!"|"0.0"|"0.0"|""
"HIP50025"|"oculto"|"1"|"Genérico"|"Protectores diarios de tela"|"Confeccionados en tela de algodón en contacto con la piel refuerzo absorbente y tela impermeable. Recomendados para acompañar los primeros y últimos días de la menstruación o bien todo el ciclo! Compañero ideal de la copa menstrual. Y también recomendado en caso de incontencion. Muy suaves y de rápido secado"|"Son de Tela"|"250.0"|"0.0"|""
"HIP50026"|"oculto"|"1"|"Genérico"|"Toallitas de tela"|"Pack de inicio: compuesto por una base con alas de tela de algodón y tela impermeable + tres absorbentes desplegables de tela 100 x 100 algodón súper absorbentes y de secado veloz"|"Son de Tela"|"250.0"|"0.0"|""
"TIE00105"|"oculto"|"1"|"Genérico"|"Taza sublimada: Te quiero mamá"|"Rosario Sublime"|"Genérico"|"0.0"|"0.0"|""
"TIE00106"|"oculto"|"1"|"Genérico"|"Taza ""mi persona favorita"""|"Rosario Sublime"|"Genérico"|"0.0"|"0.0"|""
"TIE00107"|"oculto"|"1"|"Genérico"|"Mate cerámica ""I LOVE mamá """|"Rosario Sublime"|"Genérico"|"0.0"|"0.0"|""
"TIE00108"|"oculto"|"1"|"Genérico"|"Promo 2- Emprendedoras asociadas: 1 Individual pintado a mano + 1 taza "" te quiero mamá "" y 3 maffins integrales"|"Emprendedoras Asociadas: Coco Eco, Al Divino Botón y Rosario Sublime"|"Impulsar"|"0.0"|"0.0"|""
"TIE00109"|"oculto"|"1"|"Genérico"|"Cartera negra calaveras"|"Producida por Sandra de Aquelarre Accesorios- Impulsar"|"Genérico"|"0.0"|"0.0"|""
"TIE00110"|"oculto"|"1"|"Genérico"|"Cartera blanca"|"Producida por Sandra de Aquelarre Accesorios- Impulsar"|"Genérico"|"0.0"|"0.0"|""
"TIE00111"|"oculto"|"90"|"Botanik Objetos"|"Almohadita estampa exclusiva Palo Borracho"|"medida 40 x 20 cm. Rellena con vellón/ con cierre para desmontar funda- Botanik Objetos"|"Botanik Objetos"|"0.0"|"0.0"|""
"TIE00112"|"oculto"|"91"|"Kokedamas Zulema"|"Promo 1- Emprendedoras asociadas: 1 kokedama + base pintada a mano"|"Emprendedoras Asociadas: Al Divino Botón y Kokedamas Zulema"|"Kokedamas Zulema"|"0.0"|"0.0"|""
"FRE04027"|"oculto"|"115"|"Panamby"|"Raviolones integrales de Ricota y Nuez"|"2 porciones. La masa esta elaborada a base de harina 100% integral agroecológica. Ricotta , queso reggianito y nueces para el relleno."|"Panamby"|"181.5"|"0.0"|"1"
"ALM36045"|"oculto"|"65"|"Artemio"|"Champagne extra brut x 750ml."|""|"La Poderosa"|"0.0"|"139.4"|""
"ALM36044"|"oculto"|"65"|"Artemio"|"Champagne extra brut x 750ml."|""|"Emilia"|"156.0"|"0.0"|""
"ALM2014"|"oculto"|"106"|"Corazón de Maní"|"Bocadito de maní, avena y miel. Original- Grande"|""|"Corazón de Maní"|"0.0"|"0.0"|""
"LIM11002"|"oculto"|"68"|"Distribuidora Carrillo "|"Papel Higiénico 4u x 80 mts"|""|"Elegante"|"67.55"|"88.0"|""
"ALM16003"|"oculto"|"3"|"Distribución Rosario"|"Palmito entero 400 g"|""|"Cumana"|"45.6"|"0.0"|""
"ALM49035"|"oculto"|"3"|"Distribución Rosario"|"Turron de mani blando 90 g"|""|"Georgalos"|"10.0"|"0.0"|""
"ALM49036"|"oculto"|"1"|"Genérico"|"Almendras con chocolate x 80gr."|""|"Georgalos"|"0.0"|"0.0"|""
"ALM49037"|"oculto"|"3"|"Distribución Rosario"|"Mani con chocolate 80 g"|""|"Georgalos"|"20.4"|"59.0"|""
"ALM49038"|"oculto"|"3"|"Distribución Rosario"|"Mantecol clasico x 110gr."|"Impulso"|"Mantecol"|"0.0"|"35.85"|""
"ALM45007"|"oculto"|"13"|"Patricio Delgado"|"Budín Vainilla 200gr apto Celíacos"|""|"Angiola"|"0.0"|"43.0"|""
"ALM49039"|"oculto"|"11"|"Fargo"|"Pan dulce con chips de chocolate x 500gr."|""|"Don Yeyo"|"63.25"|"0.0"|""
"ALM49040"|"oculto"|"11"|"Fargo"|"Pan dulce con fruta abrillantada x 700gr."|""|"Don Yeyo"|"63.25"|"0.0"|""
"ALM49041"|"oculto"|"1"|"Genérico"|"Budin vainilla x 220gr."|""|"Don Yeyo"|"0.0"|"38.0"|""
"ALM49042"|"oculto"|"11"|"Fargo"|"Budin x 220 gr."|""|"Don Yeyo"|"30.0"|"0.0"|""
"ALM45008"|"oculto"|"13"|"Patricio Delgado"|"Budín con chips de chocolate Apto Celíacos"|""|"Angiola"|"0.0"|"43.0"|""
"FRE14005"|"oculto"|"1"|"Genérico"|"Ghee orgánico 200cc"|"El ghee es el resultado de una cocción prolongada de la manteca donde se elimina el agua y las proteínas de la leche. Tiene propiedades nutritivas y medicinales, tanto para su uso interno como externo."|"Ghee"|"0.0"|"161.0"|""
"TIE00126"|"oculto"|"1"|"Genérico"|"kokedama de Anthurium Rojo"|"Interior. Luz artificial o solar no directa. Tamaño 20/25 cm de diámetro y 50/60 cm de alto, riego moderado , floración primavera verano, flor color rojo duradera"|"Kokedamas Zulema"|"0.0"|"0.0"|""
"TIE00127"|"oculto"|"91"|"Kokedamas Zulema"|"kokedama de Aglomera"|"Interior. Luz artificial , riego moderado ,pocos cuidados. Hojas veteadas y abundantes. Ideal para oficinas, living,espacio de paso, etc. Tamaño 16/20 diámetro y 40 aprox. de alto"|"Kokedamas Zulema"|"0.0"|"0.0"|""
"ALM45009"|"oculto"|"1"|"Genérico"|"Granola Veganola 1kg"|""|"Zafran"|"0.0"|"326.55"|""
"ALM12010"|"activo"|"3"|"Distribución Rosario"|"Yerba despalada 1/2 k"|"Yerba antiacida y organica, sin agroquimicos, secado Barbacuá, estacionamiento natural, libre de gluten, no produce acidez"|"Titrayju"|"66.7"|"90.0"|""
"FYV02016"|"oculto"|"85"|"MAI FYV"|"Coliflor Blanco"|""|"Misión Verde"|"0.0"|"59.9"|""
"FYV02017"|"oculto"|"85"|"MAI FYV"|"Papaya"|"1 unidad"|"Misión Verde"|"0.0"|"40.0"|""
"FYV02018"|"oculto"|"85"|"MAI FYV"|"Sandía baby"|"1 unidad"|"Misión Verde"|"0.0"|"100.0"|""
"FRE10037"|"oculto"|"98"|"Pescadería Pez Pollo"|"Medallones de merluza 445 g"|"2 de merluza con espinaca y 2 de merluza"|"Pescadería Pez Pollo"|"86.25"|"0.0"|""
"FYV02019"|"oculto"|"105"|"Quiero Verde Soldini"|"Habas"|"Atado"|"Quiero Verde Soldini"|"0.0"|"0.0"|""
"ALM48002"|"oculto"|"65"|"Artemio"|"Cerveza Rubia en lata"|"Pack x 6 u"|"Imperial"|"0.0"|"168.55"|""
"FRE11007"|"oculto"|"36"|"Cotar"|"Yoghurt Bebible Entero Vainilla 1lt."|""|"Cotar"|"0.0"|"0.0"|""
"FRE11008"|"oculto"|"36"|"Cotar"|"Yoghurt Bebible Descremado Frutilla 1lt."|""|"Cotar"|"0.0"|"0.0"|""
"FRE11009"|"oculto"|"36"|"Cotar"|"Flan c/caramelo 110gr."|""|"Cotar"|"0.0"|"0.0"|""
"FRE11010"|"oculto"|"36"|"Cotar"|"Chocolatada U.A.T 1lt."|""|"Cotar"|"31.13"|"34.79"|""
"CSOCIALM"|"oculto"|"31"|"Varios"|"Cuota social miniciclos"|"Para mantener el proyecto colectivo!"|"MAI"|"50.0"|"0.0"|""
"CAN02020"|"oculto"|"31"|"Varios"|"Canasta navideña Poderosa con Chips"|"Champagne extra brut x 750 ml La Poderos - Pan dulce con chips de chocolate Don Yeyo - Budin marmolado Don Yeyo - Mani con chocolate Georgalos - Turron de mani blando Georgalos"|"Varios"|"543.08"|"0.0"|""
"CAN02021"|"oculto"|"1"|"Genérico"|"Canasta navideña Poderosa con Fruta"|"Champagne extra brut x 750 ml La Poderos - Pan dulce con fruta Don Yeyo - Budin marmolado Don Yeyo - Mani con chocolate Georgalos - Turron de mani blando Georgalos"|"Varios"|"574.58"|"0.0"|""
"CAN02022"|"oculto"|"31"|"Varios"|"Canasta navidela Real Chips"|"Sidra Real x 720 ml - Pan dulce con chips Don Yeyo - Budin marmolado Don Yeyo - Mani con chocolate Georgalos - Turron de mani blando Georgalos"|"Varios"|"636.52"|"0.0"|""
"CAN02023"|"oculto"|"31"|"Varios"|"Canasta navidela Real Fruta"|"Sidra Real x 720 ml - Pan dulce con fruta Don Yeyo - Budin marmolado Don Yeyo - Mani con chocolate Georgalos - Turron de mani blando Georgalos"|"Varios"|"636.52"|"0.0"|""
"ALM36046"|"activo"|"3"|"Distribución Rosario"|"Sidra x 720 ml"|""|"Real"|"65.0"|"0.0"|""
"HIP50027"|"oculto"|"39"|"Selvamor"|"Repelente Natural"|"125cc"|"Selvamor"|"0.0"|"100.0"|""
"ALM49060"|"oculto"|"71"|"Coco Eco"|"Pan Dulce Integral con Frutos Secos"|"400gr 100% integrales VEGANOS"|"Coco Eco"|"0.0"|"0.0"|""
"ALM49061"|"oculto"|"71"|"Coco Eco"|"Pan Dulce Integral con Chips de chocolate"|"400gr 100% integrales VEGANOs con frutos secos"|"coco Eco"|"0.0"|"0.0"|""
"ALM49062"|"oculto"|"71"|"Coco Eco"|"Budín Chai con Frutos secos (especiados)"|"predomina la canela y el cardamomo"|"coco Eco"|"0.0"|"0.0"|""
"TIE001010"|"oculto"|"78"|"Sello El Qubil"|"Promo CD Pasaje Noruega - Mestiza + Febril"|"Músicos Independientes de Rosario"|"Sello El Qubil"|"0.0"|"0.0"|""
"TIE00130"|"oculto"|"83"|"Macetas Nindé"|"Maceta N° 14: Vuelta al mundo"|"Barnizada para exterior o interior. Altura: 13cm. Diámetro: 14cm. Más modelos en @nindemacetas"|"Macetas Nindé"|"0.0"|"0.0"|""
"TIE00115"|"oculto"|"104"|"Al Divino Botón"|"Ta Te Ti Madera 10cmx10cm"|"Al Divino Botón"|"Al Divino Botón"|"0.0"|"0.0"|""
"TIE00116"|"oculto"|"104"|"Al Divino Botón"|"6 PosaVasos mas cajita pintados a mano"|"Al Divino Botón"|"Al Divino Botón"|"0.0"|"0.0"|""
"HIP50015"|"oculto"|"92"|"Amazonas Bio"|"crema + gel para masajes"|"crema pasionaria y lavanda 100 g+ gel para masajes afrodisíaco 120 g"|"Amazonas Bio"|"297.0"|"0.0"|""
"HIP50016"|"activo"|"4"|"Distribuidora Parodi"|"Limpiador cremoso blanco 750 g"|""|"Cif"|"74.78"|"82.39"|""
"HIP50018"|"oculto"|"4"|"Distribuidora Parodi"|"Limpiador para vidrios gatillo 500cc."|""|"Cif"|"0.0"|"57.79"|""
"HIP50019"|"oculto"|"4"|"Distribuidora Parodi"|"Lustramuebles aerosol 360cc."|""|"Blem"|"0.0"|"68.49"|""
"TIE00121"|"oculto"|"31"|"Varios"|"CHEgasé"|"La desconocida relacion de Ernesto Guevara con Rosario y de la ciudad con el Che"|"Impulsar"|"0.0"|"0.0"|""
"CAN01008"|"oculto"|"10"|"Lácteos La Resistencia"|"Tabla de quesos y fiambres para 4 personas + 6 latas grandes de cerveza"|"Las tablas traen: queso reggianito, queso criollo, 3 quesos saborizados (con ají y orégano / con pronvezál / con pimienta negra ahumada), queso tybo, salame, jamón crudo, jamón cocido y mortadela"|"Lácteos La Resistencia"|"0.0"|"0.0"|""
"TIE00135"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antihéroe Gauchito Gil"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00136"|"oculto"|"56"|"Editorial Chirimbote"|"Libro Antiprincesa Evita"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00137"|"oculto"|"56"|"Editorial Chirimbote"|"Otra Caperucita Roja"|"Editorial Chirimbote. El 50% de la compra es donada a proyectos educativos"|"Editorial Chirimbote"|"0.0"|"0.0"|""
"TIE00140"|"oculto"|"83"|"Macetas Nindé"|"Macetas: Combo Navidad"|"Barnizadas para exterior o interior. Maceta N° 10 + cuenco pequeño con suculenta. Más modelos, colores y pedidos personalizados en facebook/nindemacetas"|"Macetas Nindé"|"100.0"|"0.0"|""
"TIE00118"|"oculto"|"90"|"Botanik Objetos"|"Dúo de contenedores de tela ""Passiflora"""|"20 x 20 cm -Múltiples usos (portamaceta, panera, portacosméticos). (la planta es ilustrativa)"|"Botanik Objetos"|"0.0"|"0.0"|""
"CAN01009"|"oculto"|"10"|"Lácteos La Resistencia"|"Tabla de quesos y fiambres para 8 personas + 12 latas grandes de cerveza"|"Las tablas traen: queso reggianito, queso criollo, 3 quesos saborizados (con ají y orégano / con pronvezál / con pimienta negra ahumada), queso tybo, salame, jamón crudo, jamón cocido y mortadela"|"Lácteos La Resistencia"|"0.0"|"0.0"|""
"TIE001012"|"oculto"|"82"|"Kuarahy"|"Manual introductorio a la Ginecología Natural"|"364 páginas. Cuidado de la salud sexual y reproductiva de las mujeres .Esta es su tercera edición, ampliada y corregida."|"Pabla Pérez San Martín + El Cometa Ludo"|"0.0"|"350.0"|""
"HIP50028"|"oculto"|"82"|"Kuarahy"|"Cuidado Solar Natural 50 gr"|""|"Kuarahy"|"0.0"|"0.0"|""
"HIP50029"|"oculto"|"82"|"Kuarahy"|"Loción de Jarilla, Salvia y Propoleo para uso pédico 125ml."|"Es una exelente bantericida y antimicotica para hongos."|"Kuarahy"|"0.0"|"0.0"|""
"FRE06028"|"activo"|"95"|"PRANA Alimentos Naturales"|"Medallones de Mung quinoa jengibre cúrcuma"|"paq. 4 unidades x 90 g . Sin Harina"|"PRANA"|"69.3"|"80.0"|""
"TIE00117"|"oculto"|"102"|"Giuseppe Juguetes"|"Bloques geométricos de madera"|"26 unidades- Especial para apilar, encastrar, formar diferentes figuras y dejar volar la imaginación. (Incluye bolsa portable)"|"Giusseppe Juguetes"|"0.0"|"0.0"|""
