C,#,Producto,Sec
955,1,Prepizza 2 u - Mil Hojas,FRE
955,2,Queso cremoso 500 g - Lácteos Rosario,FRE
955,1,Queso untable azul 190 g - Milkaut,FRE
955,1,Queso untable clásico 190 g - Milkaut,FRE
955,1,Queso crema 290 g - Milkaut,FRE
955,1,Queso saborizado pimienta 350 g - Lácteos La Resistencia,FRE
955,1,Ravioles de verdura 1 k - Mil Hojas,FRE
955,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
955,1,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
955,1,Jabón en polvo para ropa 800 g - Drive,LIM
955,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
955,2,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
955,1,Talco para pies x 200 g - Algabo foot,LIM
955,1,Acondicionador - Prunelle,LIM
955,1,Champu - Prunelle,LIM
955,3,Dentífrico 90 g - Colgate,LIM
955,1,Desodorante bolilla 50 ml - Dove,LIM
955,3,Preservativos de latex x 3 u - Prime,LIM
955,1,Detergente 300 ml - Cif,LIM
955,9,Yerba 1 k - Titrayju,PCL
955,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
955,2,Rollos de cocina 3 u - Dicha,PCL
960,1,Aceite de girasol 900 cc - Zanoni,ALM
960,2,Lata de Arvejas 350 g - Del Agricultor,ALM
960,1,Atún en lata lomito 170 g - Bahía,ALM
960,1,Arroz pulido largo fino 00000 - Sabroz,ALM
960,2,Fideos tallarines secos 500 g - Don Pepe,ALM
960,1,Chocolate en polvo 180 g - Chocolino,ALM
960,1,Mostaza 250 g - Savora,ALM
960,1,Condimento orégano 50 g - Alicante,ALM
960,1,Condimento pimentón 25 g - Alicante,ALM
960,2,Condimento pimienta negra 25 g - Alicante,ALM
960,1,Té en saquitos 25 u - La Virginia,ALM
960,2,Manies pelados salados 250 g - Pronoar,ALM
960,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
960,2,Galletitas dulces con avena 180 g - Marinozzi,FRA
960,1,Familiar Salvado 600 g - Don Yeyo,FRA
960,1,Pan cinco semillas esenciales 400 g - Don Yeyo,FRA
960,1,Galletitas de arroz 150 g - Molinos del Bosque,FRA
960,1,Galletas de arroz integral x 100 g - All Rice,FRA
960,1,Copos de Maiz tradicionales x 160 g - Granix,FRA
960,2,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
960,1,Prepizza 2 u - Mil Hojas,FRE
960,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
960,1,Queso cremoso 500 g - Lácteos Rosario,FRE
960,1,Queso untable azul 190 g - Milkaut,FRE
960,1,Queso crema 290 g - Milkaut,FRE
960,1,Manteca pan 200 g - La Cabaña,FRE
960,1,Canasta de Quesos - Lácteos La Resistencia,FRE
960,1,Crema de leche 200 g - La Cabaña,FRE
960,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
960,1,Tapas de tarta 2 u - Don Sixto,FRE
960,1,Raviolones integrales de Ricota y Nuez - Panamby,FRZ
960,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
960,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
960,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
960,1,Hamburguesas Arveja y espinaca - Souno,FRZ
960,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
960,1,Champiniones 250 g - Misión Verde,FYV
960,1,Lavandina en gel 700 cc - El Libertador,LIM
960,2,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
960,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
960,1,Champu - Prunelle,LIM
960,1,Dentífrico 90 g - Colgate,LIM
960,2,Protectores diarios sin alas 20 u - Carefree,LIM
960,1,Esponja de acero 1 u - Task,LIM
960,1,Limpiador cremoso blanco 750 g - Cif,LIM
960,1,Yerba 1 k - Titrayju,PCL
960,2,Yerba despalada 1/2 k - Titrayju,PCL
960,2,Tomate triturado 950 g - Buena Cosecha,PCL
960,5,Leche largavida Descremada 1 L - Milkaut,PCL
960,2,Leche largavida Entera 1 L - Milkaut,PCL
960,1,Rollos de cocina 3 u - Dicha,PCL
960,1,Papel higienico 6u x 30 mts - Elegante,PCL
967,1,Lata choclo en granos 350 g - Del Agricultor,ALM
967,1,Lata de Arvejas 350 g - Del Agricultor,ALM
967,1,Tomate perita 400 g - Mora,ALM
967,1,Palmito enteros 400 g - Bahía,ALM
967,1,Sal de roca con especias 200 g - Poroto Santto,ALM
967,1,Harina 0000 1 kg - Chacabuco,ALM
967,1,Condimento orégano 50 g - Alicante,ALM
967,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
967,1,Tostadas de mesa 200 g - Marinozzi,FRA
967,3,Galletas marineras Mix Semillas 400 g - NS,FRA
967,1,Pan molde de Salvado con semillas 800 g (guardar en lugar fresco) - Alimentos con Amor,FRA
967,1,Queso crema 290 g - Milkaut,FRE
967,1,Manteca pan 200 g - La Cabaña,FRE
967,4,Canasta de Quesos - Lácteos La Resistencia,FRE
967,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
967,1,Provoletas 2 u - Lácteos La Resistencia,FRE
967,2,Queso reggianito 250 g - Lácteos La Resistencia,FRE
967,1,Queso barra 400 g - Lácteos La Resistencia,FRE
967,1,Tapas de empanadas 15 u - Don Sixto,FRE
967,1,Tapas de tarta 2 u - Don Sixto,FRE
967,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
967,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
967,3,Canasta de verdura chica (9 productos) - Misión Verde,FYV
967,1,Tomate cherry 1 k - Misión Verde,FYV
967,2,Zapallo kabutia - Misión Verde,FYV
967,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
967,1,Jabon liquido repuesto x 300 ml - Algabo,LIM
967,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
967,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
967,1,Esponja cuadriculada 1 u - Mortimer,LIM
967,6,Yerba despalada 1/2 k - Titrayju,PCL
967,5,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
967,1,Papel higienico 6u x 30 mts - Elegante,PCL
975,1,Lata de Arvejas 350 g - Del Agricultor,ALM
975,2,Arroz largo fino 1 kg - Lucchetti,ALM
975,1,Sal gruesa 1 kg - Celusal,ALM
975,1,Porotos de alubia 400 g - Del Agricultor,ALM
975,2,Fideos tirabuzon secos 500 g - Don Pepe,ALM
975,1,Café de filtro 250 g - La Virginia,ALM
975,1,Té en saquitos 25 u - La Virginia,ALM
975,1,Nueces peladas 250 g - Pronoar,ALM
975,1,Miel 500 g - Entre Pétalos,ALM
975,2,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
975,1,Pan molde de Salvado con semillas 800 g (guardar en lugar fresco) - Alimentos con Amor,FRA
975,2,Turrón almendras 1u 100 g - Salvena Miel,FRA
975,2,Turrón castañas 1 u 100 g - Salvena Miel,FRA
975,1,Turrón higos 1u 100 g - Salvena Miel,FRA
975,2,Ravioles de verdura 1 k - Mil Hojas,FRE
975,1,Medallones de Garbanzo y Yamaní - PRANA,FRZ
975,1,Medallones de Mijo y feijao 4 u - PRANA,FRZ
975,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
975,1,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
975,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
975,1,Hamburguesas lentejas al romero - Souno,FRZ
975,1,Champiniones 250 g - Misión Verde,FYV
975,1,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
975,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
975,1,Esponja cuadriculada 1 u - Mortimer,LIM
975,1,Yerba 1 k - Titrayju,PCL
975,1,Rollos de cocina 3 u - Dicha,PCL
975,1,Papel higienico 6u x 30 mts - Elegante,PCL
976,2,Lata de Arvejas 350 g - Del Agricultor,ALM
976,1,Atún en lata lomito 170 g - Bahía,ALM
976,1,Atún en lata desmenuzado 170 g - Bahía,ALM
976,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
976,1,Fideos tirabuzon secos 500 g - Don Pepe,ALM
976,1,Fideos mostachol secos 500 g - Don Pepe,ALM
976,1,Mayonesa 500 g - Zanoni,ALM
976,1,Barrita de arroz con baño Limón 6 u - Crowie,FRA
976,1,Tortillas para tacos 12 u - Jalisqueño,FRA
976,1,Familiar Salvado 600 g - Don Yeyo,FRA
976,3,Pan molde de Salvado con semillas 800 g (guardar en lugar fresco) - Alimentos con Amor,FRA
976,1,Salame crespón feteado 150 g - Embutidos Natali,FRE
976,1,Salchichas 6 u - Frigorífico Swift,FRE
976,7,Manteca pan 200 g - La Cabaña,FRE
976,2,Milanesas de soja 4 u - Shanti,FRE
976,1,Crema de leche 200 g - La Cabaña,FRE
976,1,Tapas de tarta 2 u - Don Sixto,FRE
976,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
976,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
976,1,Jabón líquido para ropa - Cooperativa La Esperanza,LIM
976,1,Desodorante aerosol - Dove,LIM
976,2,Yerba 1 kg - Andresito,PCL
980,1,Aceite de girasol 900 cc - Zanoni,ALM
980,2,Lata de Arvejas 350 g - Del Agricultor,ALM
980,1,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
980,2,Puré de tomate 530 g - Mora,ALM
980,1,Arroz pulido largo fino 00000 - Sabroz,ALM
980,1,Arroz largo fino 1 kg - Lucchetti,ALM
980,1,Rebozador 500 g - Preferido,ALM
980,1,Fideos mostachol secos 500 g - Don Pepe,ALM
980,4,Harina integral agroecológica 500 g - Poroto Santto,ALM
980,1,Lentejas agroecológicas 500 g - Poroto Santto,ALM
980,1,Caldos sabor verduras 4 u - Alicante,ALM
980,1,Té en saquitos 25 u - La Virginia,ALM
980,1,Manies pelados salados 250 g - Pronoar,ALM
980,1,Familiar Lacteado 600 g - Don Yeyo,FRA
980,2,Galletitas de arroz 150 g - Molinos del Bosque,FRA
980,1,Canasta Pizzas - Varios,FRE
980,1,Prepizza 2 u - Mil Hojas,FRE
980,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
980,1,Queso cremoso 500 g - Lácteos Rosario,FRE
980,1,Queso untable clásico 190 g - Milkaut,FRE
980,1,Manteca pan 200 g - La Cabaña,FRE
980,1,Canasta de Quesos - Lácteos La Resistencia,FRE
980,1,Provoletas 2 u - Lácteos La Resistencia,FRE
980,1,Queso saborizado ají orégano 350 g - Lácteos La Resistencia,FRE
980,1,Queso saborizado provenzal 350 g - Lácteos La Resistencia,FRE
980,1,Queso saborizado pimienta 350 g - Lácteos La Resistencia,FRE
980,1,Ravioles de verdura 1 k - Mil Hojas,FRE
980,1,Promo almuerzo autogestivo - Coco Eco,FRE
980,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
980,1,Ravioles de rucula y parmesano 1 k - Alimentos con Amor,FRZ
980,1,Ravioles de calabaza y muzzarela 1 k - Alimentos con Amor,FRZ
980,2,Medallones de Garbanzo y Yamaní - PRANA,FRZ
980,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
980,1,Medallones de Mung quinoa jengibre cúrcuma - PRANA,FRZ
980,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
980,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
980,1,Hamburguesas Arveja y espinaca - Souno,FRZ
980,1,Champiniones 250 g - Misión Verde,FYV
980,1,Tomate cherry 1 k - Misión Verde,FYV
980,2,Zapallo kabutia - Misión Verde,FYV
980,1,Perfumina 900 cc - El Libertador,LIM
980,1,Suavizante 800 cc - El Libertador,LIM
980,1,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
980,1,Jabon liquido repuesto x 300 ml - Algabo,LIM
980,1,Trapo de piso 1 u - Cooperativa La Esperanza,LIM
980,1,Aerosol desinfectante 360 cc - Lysoform,LIM
980,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
980,2,Jabon blanco de lavar x 200 g - Signo,LIM
980,1,Talco para pies x 200 g - Algabo foot,LIM
980,1,Dentífrico 90 g - Colgate,LIM
980,1,Detergente 300 ml - Cif,LIM
980,2,Desodorante para inodoro con red 25 g - Poett,LIM
980,1,Pasta dental herbal Antiséptica 60 cc - Selvamor,LIM
980,7,Yerba 1 k - Titrayju,PCL
980,1,Tomate triturado 950 g - Buena Cosecha,PCL
980,2,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
980,1,Rollos de cocina 3 u - Dicha,PCL
980,3,Papel higienico 6u x 30 mts - Elegante,PCL
988,2,Vinagre alcohol 500 cc - Halconero,ALM
988,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
988,1,Lata choclo en granos 350 g - Del Agricultor,ALM
988,4,Lata de Arvejas 350 g - Del Agricultor,ALM
988,1,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
988,1,Puré de tomate 530 g - Mora,ALM
988,1,Atún en lata desmenuzado 170 g - Bahía,ALM
988,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
988,1,Harina 0000 1 kg - Chacabuco,ALM
988,1,Porotos de alubia 400 g - Del Agricultor,ALM
988,1,Fideos mostachol secos 500 g - Don Pepe,ALM
988,1,Harina integral agroecológica 500 g - Poroto Santto,ALM
988,1,Lentejas agroecológicas 500 g - Poroto Santto,ALM
988,5,Bizcochos agridulces 200 g - 9 de Oro,ALM
988,10,Bizcochos salados 200 g - 9 de Oro,ALM
988,14,Galletitas Pepas 400 g - Terepín,ALM
988,1,Chocolate en polvo 180 g - Chocolino,ALM
988,10,Café de filtro 250 g - La Virginia,ALM
988,2,Mayonesa 500 g - Zanoni,ALM
988,1,Ketchup 250 g - Hellmann's,ALM
988,2,Caldos sabor verduras 4 u - Alicante,ALM
988,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
988,1,Mix de frutos secos 250 g - Pronoar,ALM
988,1,Ralladito Vegetal 125 g - PRANA,FRA
988,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
988,7,Galletitas crackers de agua 300 g - Paseo,FRA
988,2,Galletas marineras Mix Semillas 400 g - NS,FRA
988,1,Barrita de arroz con baño Limón 6 u - Crowie,FRA
988,1,Barrita de arroz con baño Marroc 6 u - Crowie,FRA
988,2,Familiar Lacteado 600 g - Don Yeyo,FRA
988,1,Familiar Salvado 600 g - Don Yeyo,FRA
988,1,Pan molde de Salvado con semillas 800 g (guardar en lugar fresco) - Alimentos con Amor,FRA
988,1,Canasta Pizzas - Varios,FRE
988,1,Pechito de cerdo - Frigorifico Giusti,FRE
988,1,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
988,1,Pulpa de cerdo 1 k - Frigorífico Los Abuelos,FRE
988,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
988,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
988,2,Jamón cocido feteado 150 g - Embutidos Natali,FRE
988,3,Queso cremoso 500 g - Lácteos Rosario,FRE
988,1,Queso crema 290 g - Milkaut,FRE
988,5,Manteca pan 200 g - La Cabaña,FRE
988,1,Canasta de Quesos - Lácteos La Resistencia,FRE
988,2,Queso reggianito 250 g - Lácteos La Resistencia,FRE
988,2,Milanesas de soja 4 u - Shanti,FRE
988,2,Ravioles de verdura 1 k - Mil Hojas,FRE
988,2,Promo almuerzo autogestivo - Coco Eco,FRE
988,1,Crema de leche 200 g - La Cabaña,FRE
988,1,Tapas de empanadas 15 u - Don Sixto,FRE
988,1,Tapas de tarta 2 u - Don Sixto,FRE
988,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
988,1,Sorrentinos de JYQ 1/2 k - Pastas Garcia,FRZ
988,1,Costeletitas de cerdo 900 g - Frigorifico Giusti,FRZ
988,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
988,2,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
988,1,Hamburguesas lentejas al romero - Souno,FRZ
988,1,Hamburguesas Arveja y espinaca - Souno,FRZ
988,1,Hamburguesas de roquefort al verdeo - Souno,FRZ
988,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
988,1,Canasta de frutas grande (6 productos) - Misión Verde,FYV
988,1,Champiniones 250 g - Misión Verde,FYV
988,1,Tomate cherry 1 k - Misión Verde,FYV
988,1,Zapallo kabutia - Misión Verde,FYV
988,1,Lavandina en gel 700 cc - El Libertador,LIM
988,2,Perfumina 900 cc - El Libertador,LIM
988,1,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
988,1,Jabon liquido repuesto x 300 ml - Algabo,LIM
988,1,Suavizante 1000 cc - Cooperativa La Esperanza,LIM
988,1,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
988,1,Aerosol desinfectante 360 cc - Lysoform,LIM
988,3,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
988,1,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
988,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
988,2,Jabon blanco de lavar x 200 g - Signo,LIM
988,2,Dentífrico 90 g - Colgate,LIM
988,3,Desodorante aerosol - Dove,LIM
988,4,Antitranspirante masculino 90 g - Rexona,LIM
988,5,Detergente 300 ml - Cif,LIM
988,2,Esponja cuadriculada 1 u - Mortimer,LIM
988,1,Esponja de acero 1 u - Task,LIM
988,4,Desodorante para inodoro con red 25 g - Poett,LIM
988,1,Shampoo de romero - Selvamor,LIM
988,1,Pasta dental herbal Antiséptica 60 cc - Selvamor,LIM
988,15,Yerba 1 k - Titrayju,PCL
988,1,Tomate triturado 950 g - Buena Cosecha,PCL
988,1,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
988,1,Vino Malbec 750ml. - Santa Julia,PCL
988,2,"Amargo limon 1,5 l - Linares",PCL
988,6,Leche largavida Descremada 1 L - Milkaut,PCL
988,3,Leche largavida Entera 1 L - Milkaut,PCL
988,5,Rollos de cocina 3 u - Dicha,PCL
994,1,Aceite de girasol 900 cc - Zanoni,ALM
994,1,Salsa de soja 500 cc - Chuantong,ALM
994,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
994,4,Arroz pulido largo fino 00000 - Sabroz,ALM
994,2,Arroz largo fino 1 kg - Lucchetti,ALM
994,1,Lentejas 400 g - Del Agricultor,ALM
994,3,Fideos tallarines secos 500 g - Don Pepe,ALM
994,2,Fideos tirabuzon secos 500 g - Don Pepe,ALM
994,1,Condimento pimienta negra 25 g - Alicante,ALM
994,1,Caldos sabor verduras 4 u - Alicante,ALM
994,2,Té en saquitos 25 u - La Virginia,ALM
994,2,Yerba mate 25 u - La Hoja,ALM
994,1,Pasas de uva sin semilla 250 g - Pronoar,ALM
994,3,Mix de frutos secos 250 g - Pronoar,ALM
994,2,Nueces peladas 250 g - Pronoar,ALM
994,7,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
994,3,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
994,1,Tortillas para tacos 12 u - Jalisqueño,FRA
994,1,Granola 250 g - Salvena Miel,FRA
994,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
994,1,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
994,1,Supremas de pollo 800 g - Frigorifico Giusti,FRE
994,3,Queso cremoso 500 g - Lácteos Rosario,FRE
994,1,Provoletas 2 u - Lácteos La Resistencia,FRE
994,2,Milanesas de soja 4 u - Shanti,FRE
994,4,Yoghurt pote frutilla descremado 200 g - Milkaut,FRE
994,1,Ñoquis de papa 750 g - Pastas Garcia,FRE
994,1,Medallones de Garbanzo y Yamaní - PRANA,FRZ
994,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
994,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
994,1,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
994,2,Canasta de verdura chica (9 productos) - Misión Verde,FYV
994,2,Canasta de frutas grande (6 productos) - Misión Verde,FYV
994,1,Tomate cherry 1 k - Misión Verde,FYV
994,1,Lavandina en gel 700 cc - El Libertador,LIM
994,1,Lavandina 1000 cc - Cooperativa La Esperanza,LIM
994,2,Perfumina 1000 cc - Cooperativa La Esperanza,LIM
994,2,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
994,1,Trapo de piso 1 u - Cooperativa La Esperanza,LIM
994,3,Aerosol desinfectante 360 cc - Lysoform,LIM
994,1,Bolsa de consorcio x 10 unidades 45x60 - Cooperativa La Esperanza,LIM
994,1,Jabón de tocador 3 u - Coop. Cañada Rosquín,LIM
994,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
994,3,Pañuelos descartables 6 u - Elegante,LIM
994,2,Dentífrico 90 g - Colgate,LIM
994,1,Toallas femeninas 8 u - Siempre Libre,LIM
994,1,Esponja cuadriculada 1 u - Mortimer,LIM
994,1,Esponja de acero 1 u - Task,LIM
994,1,Desodorante para inodoro con red 25 g - Poett,LIM
994,1,Vino tinto Malbec - Alaris,PCL
994,2,Soda sifón 2 l - Trechel,PCL
994,3,"Amargo serrano 1,5 l - Linares",PCL
994,1,"Amargo limon 1,5 l - Linares",PCL
994,1,Leche largavida Descremada 1 L - Milkaut,PCL
994,4,Leche largavida Entera 1 L - Milkaut,PCL
994,2,Rollos de cocina 3 u - Dicha,PCL
994,4,Papel higienico 6u x 30 mts - Elegante,PCL
1007,1,Aceite de girasol 900 cc - Zanoni,ALM
1007,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
1007,1,Arroz pulido largo fino 00000 - Sabroz,ALM
1007,1,Arroz largo fino 1 kg - Lucchetti,ALM
1007,1,Lentejas agroecológicas 500 g - Poroto Santto,ALM
1007,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
1007,1,Queso untable azul 190 g - Milkaut,FRE
1007,2,Canasta de Quesos - Lácteos La Resistencia,FRE
1007,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
1007,1,Canasta de frutas chica (4 productos) - Misión Verde,FYV
1007,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
1007,1,Champiniones 250 g - Misión Verde,FYV
1007,1,Tomate cherry 1 k - Misión Verde,FYV
1007,1,Zapallo kabutia - Misión Verde,FYV
1007,1,Protectores diarios sin alas 20 u - Carefree,LIM
1007,2,Yerba 1 k - Titrayju,PCL
1007,2,Papel higienico 6u x 30 mts - Elegante,PCL
1049,2,Aceite de girasol 900 cc - Zanoni,ALM
1049,1,Jugo de Limón 500 cc - Zanoni,ALM
1049,3,Garbanzos en lata remojados 350 g - Del Agricultor,ALM
1049,3,Tomate perita 400 g - Mora,ALM
1049,3,Puré de tomate 530 g - Mora,ALM
1049,1,Atún en lata desmenuzado 170 g - Bahía,ALM
1049,1,Aceitunas verdes nº 0 x 360 gr - Buena Cosecha,ALM
1049,1,Fideos tirabuzon secos 500 g - Don Pepe,ALM
1049,1,Fideos mostachol secos 500 g - Don Pepe,ALM
1049,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
1049,2,Bizcochos salados 200 g - 9 de Oro,ALM
1049,3,Galletitas Pepas 400 g - Terepín,ALM
1049,5,Chocolate en polvo 180 g - Chocolino,ALM
1049,1,Mayonesa 500 g - Zanoni,ALM
1049,1,Caldos sabor verduras 4 u - Alicante,ALM
1049,1,Ralladito Vegetal 125 g - PRANA,FRA
1049,3,Magdalenas rellenas con dulce de leche 250 g - Pozo,FRA
1049,1,Galletitas crackers de agua 300 g - Paseo,FRA
1049,2,Galletitas dulces con avena 180 g - Marinozzi,FRA
1049,4,Barrita de arroz con baño chocolate 6 u - Crowie,FRA
1049,1,Barrita de arroz con baño Limón 6 u - Crowie,FRA
1049,3,Barrita de arroz con baño Marroc 6 u - Crowie,FRA
1049,1,Familiar Lacteado 600 g - Don Yeyo,FRA
1049,1,Vacio - Frigorifico Adalio,FRE
1049,1,Jamón Crudo feteado 150 g - Embutidos Natali,FRE
1049,2,Queso cremoso 500 g - Lácteos Rosario,FRE
1049,1,Queso crema 290 g - Milkaut,FRE
1049,1,Canasta de Quesos - Lácteos La Resistencia,FRE
1049,1,Canasta de Quesos familiar - Lácteos La Resistencia,FRE
1049,2,Milanesas de soja 4 u - Shanti,FRE
1049,3,Ravioles de verdura 1 k - Mil Hojas,FRE
1049,1,Tallarines al huevo 1/2 K - Pastas Garcia,FRE
1049,3,Tapas de empanadas 15 u - Don Sixto,FRE
1049,1,Tapas de tarta 2 u - Don Sixto,FRE
1049,1,Medallones de Garbanzo y Yamaní - PRANA,FRZ
1049,1,Medallones de lenteja y arveja 4 u - PRANA,FRZ
1049,1,Hamburguesas de calabaza y Muzzarella - Souno,FRZ
1049,1,Hamburguesas Porotos negros y zanahoria - Souno,FRZ
1049,1,Hamburguesas Arveja y espinaca - Souno,FRZ
1049,3,"Medallones de merluza, espinaca y queso - Solimeno",FRZ
1049,1,Canasta de verduras grande (13 productos) - Misión Verde,FYV
1049,1,Tomate cherry 1 k - Misión Verde,FYV
1049,2,Trapo amarillo 1 u - Cooperativa La Esperanza,LIM
1049,1,Aerosol desinfectante 360 cc - Lysoform,LIM
1049,1,Bolsa de consorcio x 10 unidades 60x90 - Cooperativa La Esperanza,LIM
1049,1,Jabon cremoso x 3 u x 125 g - Nivea,LIM
1049,1,Esponja cuadriculada 1 u - Mortimer,LIM
1049,1,Desodorante para inodoro con red 25 g - Poett,LIM
1049,3,Yerba 1 k - Titrayju,PCL
1049,2,Tomate triturado 950 g - Buena Cosecha,PCL
1049,2,Dulce de leche 400 g - Tan Violentamente Dulce,PCL
1049,2,Cerveza IPA Artesanal 1 L - Del Llano,PCL
1049,10,Leche largavida Descremada 1 L - Milkaut,PCL
1049,8,Leche largavida Entera 1 L - Milkaut,PCL
1049,1,Rollos de cocina 3 u - Dicha,PCL
1049,2,Papel higienico 6u x 30 mts - Elegante,PCL
1064,1,Rocio de Girasol para cocinar 150 cc - Zanoni,ALM
1064,1,Aceite de oliva organico extra virgen 500 cc - Pronoar,ALM
1064,4,Lata choclo en granos 350 g - Del Agricultor,ALM
1064,1,Tomate perita 400 g - Mora,ALM
1064,1,Puré de tomate 530 g - Mora,ALM
1064,1,Fideos tallarines secos 500 g - Don Pepe,ALM
1064,2,Bizcochos agridulces 200 g - 9 de Oro,ALM
1064,1,Bizcochos salados 200 g - 9 de Oro,ALM
1064,1,Galletitas Pepas 400 g - Terepín,ALM
1064,1,Café de filtro 250 g - La Virginia,ALM
1064,1,Mayonesa 500 g - Zanoni,ALM
1064,1,Condimento ají 50 g - Alicante,ALM
1064,1,Condimento provenzal 50 g - Alicante,ALM
1064,1,Manies pelados salados 250 g - Pronoar,ALM
1064,1,Galletitas de harina integral y azucar mascabo 180 g - Panamby,FRA
1064,2,2 pizzetas integrales - coco Eco,FRA
1064,1,Galletitas crackers de agua 300 g - Paseo,FRA
1064,3,Galletas marineras Mix Semillas 400 g - NS,FRA
1064,3,Galletitas de arroz 150 g - Molinos del Bosque,FRA
1064,1,Copos de Maiz azucarados x 240 g - Granix,FRA
1064,1,Lengüitas de orégano o criollas 150 g - El Mejunje,FRA
1064,1,Prepizza 2 u - Mil Hojas,FRE
1064,1,Vacio - Frigorifico Adalio,FRE
1064,1,Brazuelo sin hueso entero - Frigorifico Adalio,FRE
1064,3,Cuadrada feteada 850 g - Frigorifico Giusti,FRE
1064,1,Marucha de cerdo 1k - Frigorífico Los Abuelos,FRE
1064,2,Supremas de pollo 800 g - Frigorifico Giusti,FRE
1064,3,Jamón cocido feteado 150 g - Embutidos Natali,FRE
1064,1,Salame crespón feteado 150 g - Embutidos Natali,FRE
1064,1,Salchichas 6 u - Frigorífico Swift,FRE
1064,2,Queso cremoso 500 g - Lácteos Rosario,FRE
